STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,CLDD,Missing,Consecutive Missing,HTDD,Missing,Consecutive Missing,DT90,Missing,Consecutive Missing,DX32,Missing,Consecutive Missing,DT00,Missing,Consecutive Missing,DT32,Missing,Consecutive Missing,DP01,Missing,Consecutive Missing,DP05,Missing,Consecutive Missing,DP10,Missing,Consecutive Missing,EMXP,Missing,Consecutive Missing,MXSD,Missing,Consecutive Missing,TPCP,Missing,Consecutive Missing,TSNW,Missing,Consecutive Missing,EMXT,Missing,Consecutive Missing,EMNT,Missing,Consecutive Missing,MMXT,Missing,Consecutive Missing,MMNT,Missing,Consecutive Missing,MNTM,Missing,Consecutive Missing
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19010101,0,0,0,6170,0,0,0,0,0,13,0,0,1,0,0,26,0,0,4,0,0,0,0,0,0,0,0,102,0,0,0,0,0,281,0,0,54,0,0,133,0,0,-200,0,0,29,0,0,-61,0,0,-16,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19010201,0,0,0,6721,0,0,0,0,0,20,0,0,1,0,0,28,0,0,6,0,0,1,0,0,0,0,0,127,0,0,0,0,0,390,0,0,176,0,0,50,0,0,-178,0,0,-16,0,0,-98,0,0,-57,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19010301,0,0,0,4704,0,0,0,0,0,3,0,0,0,0,0,17,0,0,12,0,0,2,0,0,0,0,0,178,0,0,0,0,0,912,0,0,72,0,0,206,0,0,-150,0,0,72,0,0,-9,0,0,31,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19010401,31,0,0,2611,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,2,0,0,0,0,0,203,0,0,-9999,0,0,627,0,0,-9999,0,0,300,0,0,-11,0,0,155,0,0,39,0,0,97,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19010501,176,0,0,997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,2,0,0,305,0,0,0,14,14,1386,0,0,0,14,14,311,0,0,39,0,0,214,0,0,99,0,0,157,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19010601,1550,0,0,141,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,1,0,0,445,0,0,0,0,0,1302,0,0,0,0,0,356,0,0,56,0,0,289,0,0,171,0,0,230,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19010701,2845,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,44,0,0,0,0,0,389,0,0,128,0,0,346,0,0,204,0,0,275,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19010801,1616,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,569,0,0,0,0,0,852,0,0,0,0,0,350,0,0,106,0,0,295,0,0,175,0,0,235,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19010901,552,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,203,0,0,0,0,0,340,0,0,0,0,0,311,0,0,17,0,0,245,0,0,132,0,0,189,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19011001,12,0,0,1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,970,0,0,0,0,0,1176,0,0,0,0,0,261,0,0,6,0,0,186,0,0,70,0,0,128,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19011101,0,0,0,4300,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,0,1,0,0,0,0,0,140,0,0,0,0,0,267,0,0,0,0,0,172,0,0,-67,0,0,81,0,0,-2,0,0,40,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19011201,0,0,0,6610,0,0,0,0,0,9,0,0,7,0,0,24,0,0,3,0,0,2,0,0,0,0,0,203,0,0,76,0,0,534,0,0,64,0,0,167,0,0,-228,0,0,7,0,0,-67,0,0,-30,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19020101,0,0,0,6320,0,0,0,0,0,9,0,0,0,0,0,30,0,0,4,0,0,1,0,0,1,0,0,838,0,0,102,0,0,959,0,0,181,0,0,117,0,0,-172,0,0,21,0,0,-63,0,0,-21,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19020201,0,0,0,6769,0,0,0,0,0,17,0,0,5,0,0,26,0,0,4,0,0,0,0,0,0,0,0,51,0,0,152,0,0,241,0,0,154,0,0,133,0,0,-217,0,0,-8,0,0,-109,0,0,-59,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19020301,0,0,0,3792,0,0,0,0,0,4,0,0,0,0,0,12,0,0,9,0,0,2,0,0,0,0,0,140,0,0,25,0,0,732,0,0,38,0,0,206,0,0,-111,0,0,112,0,0,10,0,0,61,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19020401,45,0,0,2463,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,1,0,0,1,0,0,300,0,0,0,0,0,649,0,0,13,0,0,294,0,0,-50,0,0,167,0,0,38,0,0,102,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19020501,596,0,0,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,165,0,0,0,0,0,776,0,0,0,0,0,317,0,0,28,0,0,246,0,0,121,0,0,184,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19020601,766,0,0,211,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,0,0,3,0,0,546,0,0,0,0,0,2318,0,0,0,0,0,344,0,0,89,0,0,260,0,0,143,0,0,202,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19020701,1763,0,0,19,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,3,0,0,358,0,0,0,0,0,1600,0,0,0,0,0,344,0,0,111,0,0,301,0,0,178,0,0,239,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19020801,882,0,0,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,61,0,0,0,0,0,158,0,0,0,0,0,322,0,0,89,0,0,269,0,0,149,0,0,209,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19020901,254,0,0,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,1,0,0,290,0,0,0,0,0,1533,0,0,0,0,0,294,0,0,17,0,0,227,0,0,117,0,0,172,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19021001,18,0,0,1598,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,2,0,0,0,0,0,198,0,0,0,0,0,540,0,0,0,0,0,256,0,0,-6,0,0,190,0,0,74,0,0,132,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19021101,4,0,0,2608,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,2,0,0,0,0,0,152,0,0,76,0,0,793,0,0,92,0,0,233,0,0,-61,0,0,137,0,0,55,0,0,96,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19021201,0,0,0,6384,0,0,0,0,0,11,0,0,0,0,0,26,0,0,10,0,0,1,0,0,0,0,0,168,0,0,102,0,0,683,0,0,211,0,0,89,0,0,-156,0,0,14,0,0,-60,0,0,-23,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19030101,0,0,0,6790,0,0,0,0,0,16,0,0,3,0,0,29,0,0,7,0,0,2,0,0,0,0,0,127,0,0,279,0,0,478,0,0,304,0,0,150,0,0,-228,0,0,6,0,0,-78,0,0,-36,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19030201,0,0,0,5750,0,0,0,0,0,8,0,0,3,0,0,23,0,0,7,0,0,4,0,0,0,0,0,221,0,0,229,0,0,906,0,0,370,0,0,128,0,0,-233,0,0,20,0,0,-65,0,0,-22,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19030301,29,0,0,3252,0,0,0,0,0,1,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,0,64,0,0,0,0,0,339,0,0,3,0,0,256,0,0,-78,0,0,129,0,0,29,0,0,79,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19030401,20,0,0,2201,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,2,0,0,1,0,0,434,0,0,25,0,0,1122,0,0,13,0,0,272,0,0,-50,0,0,168,0,0,53,0,0,110,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19030501,700,0,0,608,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,3,0,0,0,0,0,191,0,0,0,0,0,760,0,0,0,0,0,311,0,0,-17,0,0,253,0,0,119,0,0,186,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19030601,443,0,0,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,213,0,0,0,0,0,624,0,0,0,0,0,322,0,0,44,0,0,249,0,0,126,0,0,188,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19030701,1679,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,145,0,0,0,0,0,293,0,0,0,0,0,361,0,0,106,0,0,304,0,0,170,0,0,237,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19030801,1171,0,0,28,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,2,0,0,353,0,0,0,3,3,1230,0,0,0,3,3,350,0,0,117,0,0,283,0,0,156,0,0,220,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19030901,672,0,0,514,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,97,0,0,0,0,0,313,0,0,0,0,0,322,0,0,17,0,0,258,0,0,118,0,0,188,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19031001,104,0,0,1923,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,224,0,0,0,0,0,555,0,0,0,0,0,289,0,0,-44,0,0,182,0,0,66,0,0,124,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19031101,0,0,0,4614,0,0,0,0,0,7,0,0,0,0,0,22,0,0,3,0,0,2,0,0,1,0,0,343,0,0,76,0,0,622,0,0,76,0,0,239,0,0,-117,0,0,80,0,0,-22,0,0,29,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19031201,0,0,0,7329,0,0,0,0,0,16,0,0,5,0,0,30,0,0,7,0,0,2,0,0,1,0,0,343,0,0,76,0,0,779,0,0,304,0,0,67,0,0,-228,0,0,-5,0,0,-102,0,0,-53,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19040101,0,0,0,7940,0,0,0,0,0,22,0,0,9,0,0,29,0,0,9,0,0,5,0,0,4,0,0,406,0,0,406,0,0,1844,0,0,752,0,0,78,0,0,-244,0,0,-24,0,0,-122,0,0,-73,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19040201,0,0,0,6887,0,0,0,0,0,16,0,0,5,0,0,26,0,0,7,0,0,0,0,0,0,0,0,76,0,0,279,0,0,384,0,0,140,0,0,133,0,0,-222,0,0,-6,0,0,-103,0,0,-54,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19040301,0,0,0,4487,0,0,0,0,0,2,0,0,0,0,0,19,0,0,9,0,0,4,0,0,2,0,0,424,0,0,102,0,0,1472,0,0,116,0,0,217,0,0,-72,0,0,87,0,0,-11,0,0,38,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19040401,7,0,0,3232,0,0,0,0,0,0,0,0,0,0,0,12,0,0,9,0,0,3,0,0,1,0,0,254,0,0,0,0,0,885,0,0,5,0,0,267,0,0,-50,0,0,129,0,0,22,0,0,76,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19040501,232,0,0,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,1,0,0,267,0,0,0,0,0,1248,0,0,0,0,0,306,0,0,6,0,0,220,0,0,101,0,0,161,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19040601,760,0,0,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,2,0,0,427,0,0,0,0,0,1365,0,0,0,0,0,322,0,0,100,0,0,264,0,0,146,0,0,205,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19040701,1283,0,0,50,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,2,0,0,401,0,0,-9999,0,0,932,0,0,-9999,0,0,344,0,0,61,0,0,292,0,0,153,0,0,223,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19040801,719,0,0,70,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,518,0,0,-9999,0,0,737,0,0,-9999,0,0,328,0,0,72,0,0,283,0,0,125,0,0,204,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19040901,359,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,1,0,0,305,0,0,0,0,0,692,0,0,0,0,0,311,0,0,50,0,0,246,0,0,115,0,0,181,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19041001,37,0,0,2261,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,2,0,0,0,0,0,140,0,0,0,0,0,325,0,0,0,0,0,267,0,0,-44,0,0,185,0,0,38,0,0,111,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19041101,0,0,0,3973,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0,28,0,0,0,0,0,28,0,0,0,0,0,211,0,0,-100,0,0,122,0,0,-21,0,0,51,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19041201,0,0,0,6580,0,0,0,0,0,11,0,0,3,0,0,30,0,0,5,0,0,2,0,0,1,0,0,267,0,0,0,0,0,649,0,0,77,0,0,144,0,0,-189,0,0,35,0,0,-93,0,0,-29,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19050101,0,0,0,7708,0,0,0,0,0,18,0,0,6,0,0,31,0,0,2,0,0,1,0,0,1,0,0,305,0,0,0,0,0,407,0,0,64,0,0,128,0,0,-244,0,0,2,0,0,-133,0,0,-66,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19050201,0,0,0,7391,0,0,0,0,0,17,0,0,12,0,0,28,0,0,3,0,0,1,0,0,0,0,0,127,0,0,0,0,0,279,0,0,279,0,0,89,0,0,-289,0,0,-15,0,0,-147,0,0,-81,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19050301,0,0,0,3735,0,0,0,0,0,0,0,0,0,0,0,19,0,0,4,0,0,1,0,0,1,0,0,254,0,0,0,0,0,391,0,0,51,0,0,267,0,0,-50,0,0,132,0,0,-7,0,0,63,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19050401,1,0,0,2637,0,0,0,0,0,0,0,0,0,0,0,13,0,0,6,0,0,2,0,0,1,0,0,424,0,0,0,0,0,894,0,0,13,0,0,267,0,0,-33,0,0,169,0,0,21,0,0,95,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19050501,126,0,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,2,0,0,406,0,0,0,0,0,1291,0,0,0,0,0,294,0,0,39,0,0,237,0,0,97,0,0,167,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19050601,1108,0,0,38,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,1,0,0,323,0,0,0,0,0,976,0,0,0,0,0,333,0,0,67,0,0,284,0,0,153,0,0,219,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19050701,1448,0,0,38,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,142,0,0,0,0,0,368,0,0,0,0,0,344,0,0,72,0,0,296,0,0,161,0,0,229,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19050801,1541,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,3,0,0,536,0,0,0,0,0,1938,0,0,0,0,0,344,0,0,106,0,0,303,0,0,162,0,0,233,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19050901,423,0,0,247,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,1,0,0,292,0,0,0,0,0,940,0,0,0,0,0,322,0,0,56,0,0,259,0,0,119,0,0,189,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19051001,63,0,0,1828,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,2,0,0,1,0,0,292,0,0,0,0,0,854,0,0,0,0,0,300,0,0,-44,0,0,197,0,0,55,0,0,126,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19051101,0,0,0,4157,0,0,0,0,0,1,0,0,0,0,0,23,0,0,5,0,0,3,0,0,0,0,0,236,0,0,0,4,4,650,0,0,0,4,4,228,0,0,-94,0,0,111,0,0,-23,0,0,44,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19051201,0,0,0,5775,0,0,0,0,0,4,0,0,0,0,0,30,0,0,2,0,0,2,0,0,0,0,0,216,0,0,25,0,0,433,0,0,64,0,0,106,0,0,-144,0,0,44,0,0,-50,0,0,-3,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19060101,0,0,0,5262,0,0,0,0,0,2,0,0,0,0,0,26,0,0,4,0,0,2,0,0,1,0,0,373,0,0,25,0,0,712,0,0,26,0,0,200,0,0,-156,0,0,59,0,0,-32,0,0,13,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19060201,0,0,0,5872,0,0,0,0,0,11,0,0,5,0,0,22,0,0,2,0,0,0,0,0,0,0,0,117,0,0,102,0,0,242,0,0,102,0,0,178,0,0,-283,0,0,39,0,0,-92,0,0,-27,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19060301,0,0,0,6148,0,0,0,0,0,9,0,0,3,0,0,25,0,0,9,0,0,3,0,0,0,0,0,229,0,0,330,5,5,1050,0,0,597,5,5,117,0,0,-183,0,0,29,0,0,-60,0,0,-15,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19060401,0,0,0,2048,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,2,0,0,2,0,0,272,0,0,0,0,0,734,0,0,0,0,0,278,0,0,-50,0,0,192,0,0,37,0,0,115,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19060501,529,0,0,896,0,0,1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,0,0,221,0,0,0,0,0,640,0,0,0,0,0,322,0,0,-6,0,0,244,0,0,98,0,0,171,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19060601,841,0,0,178,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,246,0,0,0,0,0,671,0,0,0,0,0,344,0,0,61,0,0,277,0,0,133,0,0,205,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19060701,1248,0,0,11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,1,0,0,371,0,0,0,0,0,858,0,0,0,0,0,333,0,0,89,0,0,303,0,0,142,0,0,223,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19060801,1756,0,0,14,0,0,16,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,221,0,0,0,0,0,1340,0,0,0,0,0,356,0,0,72,0,0,312,0,0,166,0,0,239,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19060901,680,0,0,140,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,279,0,0,0,0,0,593,0,0,0,0,0,344,0,0,67,0,0,288,0,0,114,0,0,201,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19061001,0,0,0,2321,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,1,0,0,0,0,0,140,0,0,0,0,0,524,0,0,0,0,0,256,0,0,-61,0,0,181,0,0,36,0,0,108,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19061101,0,0,0,4113,0,0,0,0,0,0,0,0,0,0,0,20,0,0,5,0,0,2,0,0,2,0,0,358,0,0,0,0,0,776,0,0,0,0,0,200,0,0,-72,0,0,110,0,0,-18,0,0,46,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19061201,0,0,0,5758,0,0,0,0,0,8,0,0,3,0,0,25,0,0,7,0,0,4,0,0,1,0,0,356,0,0,76,0,0,997,0,0,75,0,0,139,0,0,-200,0,0,49,0,0,-54,0,0,-3,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19070101,0,0,0,5547,0,0,0,0,0,8,0,0,1,0,0,20,0,0,11,0,0,5,0,0,1,0,0,373,0,0,76,0,0,1418,0,0,166,0,0,194,0,0,-194,0,0,51,0,0,-43,0,0,4,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19070201,0,0,0,5679,0,0,0,0,0,8,0,0,2,0,0,28,0,0,0,0,0,0,0,0,0,0,0,5,0,0,25,0,0,10,0,0,25,0,0,150,0,0,-178,0,0,34,0,0,-74,0,0,-20,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19070301,79,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,15,0,0,6,0,0,3,0,0,1,0,0,384,0,0,51,0,0,967,0,0,127,0,0,289,0,0,-83,0,0,153,0,0,25,0,0,89,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19070401,0,0,0,3842,0,0,0,0,0,1,0,0,0,0,0,16,0,0,5,0,0,2,0,0,0,0,0,168,0,0,25,0,0,530,0,0,41,0,0,250,0,0,-67,0,0,115,0,0,-6,0,0,55,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19070501,74,0,0,1872,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,1,0,0,0,0,0,152,0,0,0,0,0,802,0,0,0,0,0,278,0,0,-17,0,0,193,0,0,57,0,0,125,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19070601,723,0,0,458,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,1,0,0,592,0,0,0,0,0,1130,0,0,0,0,0,333,0,0,44,0,0,260,0,0,124,0,0,192,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19070701,1368,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,1,0,0,389,0,0,0,0,0,1243,0,0,0,0,0,322,0,0,72,0,0,295,0,0,160,0,0,227,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19070801,914,0,0,77,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,1,0,0,338,0,0,0,0,0,1029,0,0,0,0,0,339,0,0,72,0,0,282,0,0,138,0,0,210,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19070901,500,0,0,763,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,216,0,0,0,0,0,638,0,0,0,0,0,322,0,0,6,0,0,234,0,0,115,0,0,174,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19071001,59,0,0,2736,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,2,0,0,1,0,0,338,0,0,0,0,0,603,0,0,0,0,0,294,0,0,-39,0,0,166,0,0,28,0,0,97,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19071101,0,0,0,4250,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3,0,0,3,0,0,0,0,0,145,0,0,25,0,0,442,0,0,25,0,0,144,0,0,-100,0,0,107,0,0,-24,0,0,41,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19071201,0,0,0,5231,0,0,0,0,0,2,0,0,0,0,0,26,0,0,7,0,0,4,0,0,2,0,0,254,0,0,51,0,0,973,0,0,51,0,0,156,0,0,-117,0,0,66,0,0,-37,0,0,14,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19080101,0,0,0,6158,0,0,0,0,0,8,0,0,0,0,0,27,0,0,2,0,0,1,0,0,1,0,0,318,0,0,25,0,0,395,0,0,38,0,0,111,0,0,-144,0,0,29,0,0,-61,0,0,-16,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19080201,0,0,0,6381,0,0,0,0,0,12,0,0,1,0,0,25,0,0,10,0,0,3,0,0,1,0,0,267,0,0,305,0,0,874,0,0,457,0,0,128,0,0,-194,0,0,12,0,0,-87,0,0,-37,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19080301,1,0,0,3521,0,0,0,0,0,0,0,0,0,0,0,17,0,0,6,0,0,2,0,0,0,0,0,213,0,0,0,0,0,658,0,0,0,0,0,256,0,0,-67,0,0,134,0,0,5,0,0,69,0,0
GHCND:USC00124662,KOKOMO 3 WSW IN US,256,40.48333,-86.13333,19080401,0,0,0,2594,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,3,0,0,0,0,0,251,0,0,0,0,0,953,0,0,0,0,0,250,0,0,-56,0,0,162,0,0,31,0,0,97,0,0
