STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,CLDD,HTDD,DT90,DX32,DT00,DT32,DP01,DP05,DP10,EMXP,MXSD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19560201,0,6085,0,13,0,29,8,1,0,142,152,680,340,117,-156,13,-66,-27
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19560301,0,5206,0,2,0,27,4,1,0,140,0,406,107,200,-89,67,-37,15
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19560401,14,3279,0,0,0,13,5,4,2,330,0,1136,77,267,-50,134,14,74
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19560501,333,1525,0,0,0,0,11,2,2,340,0,1203,0,317,17,207,82,145
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19560601,1373,304,7,0,0,0,3,1,0,165,0,359,0,344,17,281,156,219
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19560701,1146,14,2,0,0,0,5,1,0,191,0,406,0,372,111,274,165,220
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19560801,1174,132,4,0,0,0,6,2,1,521,0,934,0,367,56,278,155,217
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19560901,323,854,2,0,0,0,1,0,0,97,0,158,0,344,22,236,95,165
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19561001,93,1234,0,0,0,2,2,0,0,107,0,146,0,289,-17,220,72,146
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19561101,0,4191,0,5,0,17,6,1,0,165,127,517,282,222,-100,90,-3,43
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19561201,0,5405,0,6,0,23,5,0,0,104,127,366,350,161,-100,39,-22,9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19570101,0,7851,0,22,5,29,8,2,0,234,203,643,648,133,-222,-28,-112,-70
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19570201,0,5166,0,8,0,25,4,0,0,99,102,387,110,172,-128,38,-41,-1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19570301,0,4952,0,2,0,27,5,2,1,262,76,638,97,222,-128,76,-29,23
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19570401,88,2872,0,0,0,10,13,4,0,239,51,1536,166,267,-72,138,42,90
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19570501,175,1297,0,0,0,0,8,1,0,211,0,602,0,278,6,205,89,147
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19570601,823,169,3,0,0,0,10,2,0,168,0,816,0,339,56,258,151,205
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19570701,1502,0,7,0,0,0,5,2,0,163,0,609,0,339,106,293,170,231
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19570801,1011,44,2,0,0,0,9,3,2,460,0,1454,0,333,89,276,152,214
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19570901,293,876,1,0,0,0,6,0,0,97,0,406,0,322,11,224,103,164
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19571001,0,2642,0,0,0,6,5,3,2,566,0,1334,0,222,-11,155,41,98
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19571101,0,4157,0,2,0,16,6,2,1,381,51,829,89,161,-100,85,4,44
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19571201,0,5465,0,4,0,27,13,2,0,201,203,1137,432,139,-139,49,-36,7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19580101,0,6931,0,15,2,31,5,1,0,127,178,379,507,50,-206,-4,-77,-41
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19580201,0,6859,0,18,6,25,8,0,0,107,584,505,892,94,-217,-24,-100,-62
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19580301,0,5167,0,0,0,30,1,0,0,33,51,137,122,156,-67,60,-28,16
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19580401,12,2576,0,0,0,6,6,2,0,135,0,540,0,272,-17,159,36,98
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19580501,155,1202,0,0,0,1,6,1,0,213,0,447,0,294,0,224,75,149
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19580601,236,569,0,0,0,0,10,2,0,241,0,909,0,311,33,231,113,172
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19580701,1085,11,2,0,0,0,9,6,3,432,0,1825,0,322,122,268,167,218
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19580801,1039,90,2,0,0,0,9,2,1,312,0,970,0,328,94,273,155,214
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19580901,400,690,0,0,0,0,4,1,1,272,0,610,0,289,44,231,115,173
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19581001,102,1828,0,0,0,1,3,1,0,140,0,279,0,272,-11,187,68,127
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19581101,9,3815,0,4,0,13,7,2,1,333,102,729,120,217,-167,104,9,56
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19581201,0,7637,0,18,6,31,4,0,0,81,203,292,484,89,-233,-19,-108,-63
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19590101,0,7978,0,19,6,30,9,3,2,315,635,1342,1151,61,-222,-25,-124,-74
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19590201,0,6130,0,12,2,27,7,1,0,168,356,672,216,83,-200,7,-79,-36
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19590301,0,5017,0,2,0,25,7,2,1,353,76,910,313,217,-111,72,-29,21
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19590401,0,2871,0,0,0,8,8,2,1,399,0,1081,0,233,-28,144,30,87
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19590501,657,882,0,0,0,0,7,0,0,99,0,581,0,317,17,236,115,176
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19590601,1032,212,5,0,0,0,5,0,0,97,0,357,0,344,61,278,143,210
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19590701,1171,8,2,0,0,0,10,4,0,221,0,1047,0,328,100,282,159,221
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19590801,2046,0,15,0,0,0,3,0,0,122,0,247,0,356,122,305,193,249
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19590901,901,502,5,0,0,0,4,3,1,330,0,737,0,350,17,264,129,196
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19591001,45,2432,0,0,0,3,10,5,1,295,0,1383,0,261,-11,155,57,106
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19591101,0,5328,0,7,0,24,4,2,2,333,102,921,282,183,-156,49,-38,5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19591201,0,5222,0,6,0,23,7,1,0,137,76,503,221,144,-100,48,-19,15
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19600101,0,6481,0,13,0,27,6,1,1,714,203,1077,316,139,-139,6,-58,-26
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19600201,0,6418,0,19,0,28,10,4,1,262,203,1152,720,56,-150,-6,-70,-38
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19600301,0,7104,0,20,3,28,5,1,0,127,533,548,861,211,-189,5,-97,-46
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19600401,112,2472,0,0,0,7,6,4,0,180,0,686,18,300,-72,163,46,104
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19600501,63,1458,0,0,0,0,6,0,0,119,0,468,0,283,6,194,82,138
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19600601,450,332,0,0,0,0,8,3,2,541,0,1460,0,300,72,244,129,187
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19600701,992,60,3,0,0,0,4,1,1,267,0,488,0,333,94,273,153,213
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19600801,1260,0,2,0,0,0,6,1,1,587,0,828,0,328,122,281,166,224
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19600901,823,296,7,0,0,0,4,2,1,569,0,864,0,356,50,256,145,201
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19601001,29,2089,0,0,0,3,4,1,1,381,0,620,0,272,-22,173,61,117
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19601101,0,3864,0,2,0,13,6,0,0,107,102,474,256,183,-61,96,12,54
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19601201,0,6921,0,17,3,29,2,0,0,94,203,222,369,117,-267,-2,-78,-40
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19610101,0,7442,0,19,8,31,3,0,0,51,254,242,527,100,-267,-14,-100,-57
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19610201,0,5363,0,7,0,25,6,0,0,122,152,393,307,172,-167,38,-55,-9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19610301,0,4513,0,0,0,20,8,3,0,188,25,967,36,217,-89,84,-9,37
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19610401,0,3740,0,0,0,12,10,4,1,312,152,1253,333,222,-56,103,13,58
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19610501,76,1935,0,0,0,2,4,0,0,94,0,303,0,272,-11,188,58,123
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19610601,756,301,3,0,0,0,8,4,0,221,0,933,0,339,67,263,133,198
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19610701,1200,44,1,0,0,0,9,3,0,244,0,956,0,328,106,273,167,220
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19610801,1107,33,0,0,0,0,6,3,0,203,0,716,0,317,100,271,164,218
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19610901,998,455,3,0,0,0,9,6,1,315,0,1468,0,333,22,256,146,201
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19611001,61,1927,0,0,0,1,9,1,0,137,0,462,0,267,-11,174,72,123
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19611101,1,4141,0,1,0,17,3,0,0,117,0,378,18,239,-56,87,3,45
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19611201,0,6583,0,15,2,30,7,1,0,145,102,518,240,150,-200,9,-67,-29
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19620101,0,7890,0,20,7,31,8,1,0,241,203,855,476,56,-244,-30,-113,-72
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19620201,0,6364,0,12,3,28,7,0,0,102,203,442,445,106,-189,-2,-87,-44
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19620301,0,5331,0,7,0,20,8,0,0,84,102,464,234,239,-161,52,-30,11
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19620401,124,3017,0,0,0,14,6,2,0,229,25,597,46,300,-50,144,29,87
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19620501,758,762,4,0,0,0,9,0,0,91,0,556,0,333,44,242,123,183
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19620601,848,168,3,0,0,0,6,5,3,340,0,1275,0,339,89,269,142,206
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19620701,807,57,1,0,0,0,6,2,1,836,0,1238,0,322,94,256,158,207
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19620801,1149,47,3,0,0,0,3,2,2,447,0,887,0,350,83,281,156,219
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19620901,360,1025,1,0,0,0,2,1,1,287,0,325,0,322,17,222,100,161
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19621001,117,1940,0,0,0,5,10,4,1,297,102,1115,218,289,-33,173,76,124
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19621101,0,4139,0,0,0,18,2,1,0,185,25,348,76,167,-44,91,0,45
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19621201,0,7059,0,19,3,30,10,1,0,135,584,674,1066,156,-200,-1,-88,-45
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19630101,0,8898,0,26,16,30,3,0,0,84,381,326,417,39,-272,-62,-146,-104
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19630201,0,7310,0,19,5,28,4,0,0,56,406,284,552,67,-239,-27,-129,-78
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19630301,0,4556,0,2,0,19,12,0,0,117,305,769,264,267,-150,84,-12,36
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19630401,26,2659,0,0,0,9,7,1,0,193,0,616,13,267,-56,152,38,95
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19630501,121,1566,0,0,0,2,7,2,0,175,0,629,0,306,-28,199,74,136
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19630601,1107,341,5,0,0,0,4,1,0,201,0,461,0,344,56,276,141,209
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19630701,1212,60,2,0,0,0,7,3,2,475,0,1298,0,339,83,276,164,220
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19630801,678,217,0,0,0,0,3,1,0,157,0,331,0,294,50,256,140,198
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19630901,396,456,0,0,0,0,4,1,0,140,0,299,0,306,44,250,112,181
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19631001,279,821,1,0,0,1,3,1,0,145,0,308,0,333,0,239,92,166
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19631101,0,3312,0,0,0,10,7,1,0,213,25,589,183,194,-39,117,28,73
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19631201,0,7847,0,23,8,31,6,0,0,81,330,484,637,133,-244,-27,-113,-70
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19640101,0,6143,0,12,1,26,5,0,0,94,178,400,255,133,-222,26,-56,-15
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19640201,0,6060,0,11,0,28,3,0,0,61,102,263,365,111,-150,15,-66,-26
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19640301,0,5020,0,3,0,24,10,4,0,229,102,1274,579,194,-89,69,-27,21
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19640401,39,2470,0,0,0,6,10,4,2,320,0,1366,8,283,-61,159,45,102
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19640501,417,671,2,0,0,0,4,1,0,208,0,335,0,322,39,241,108,175
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19640601,1263,230,7,0,0,0,7,4,2,323,0,1130,0,350,61,282,153,217
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19640701,1583,30,9,0,0,0,8,3,2,381,0,1221,0,333,100,290,177,233
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19640801,937,238,6,0,0,0,6,3,2,262,0,867,0,361,67,270,141,206
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19640901,552,884,5,0,0,0,7,1,1,356,0,863,0,339,6,236,108,172
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19641001,0,2769,0,0,0,7,3,1,0,152,0,226,0,250,-22,157,31,94
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19641101,0,3634,0,5,0,15,7,1,0,188,203,591,342,233,-133,117,7,62
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19641201,0,6457,0,16,0,28,8,2,0,173,229,647,471,111,-156,14,-64,-25
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19650101,0,6934,0,15,5,27,9,3,1,386,203,1207,373,161,-200,2,-84,-41
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19650201,0,5910,0,11,2,26,7,2,0,193,356,685,511,128,-228,15,-71,-28
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19650301,0,6240,0,10,0,29,6,2,1,254,127,854,522,117,-156,14,-51,-18
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19650401,0,3006,0,0,0,6,10,5,1,267,0,1238,10,239,-44,136,30,83
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19650501,439,568,0,0,0,0,3,2,0,163,0,424,0,294,28,242,115,179
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19650601,631,214,3,0,0,0,5,2,0,193,0,570,0,322,78,263,131,197
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19650701,875,22,2,0,0,0,6,1,0,216,0,565,0,344,94,275,146,211
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19650801,862,316,5,0,0,0,10,6,0,239,0,1380,0,339,44,254,147,201
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19650901,494,698,0,0,0,0,7,4,3,432,0,1409,0,306,22,226,126,176
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19651001,15,2317,0,0,0,4,7,1,0,130,0,643,61,261,-33,159,59,109
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19651101,0,4064,0,3,0,16,6,1,0,185,102,419,186,217,-78,91,4,48
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19651201,0,4912,0,3,0,19,6,3,1,759,102,1399,220,156,-122,57,-8,25
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19660101,0,7691,0,22,5,30,6,0,0,97,356,394,686,100,-250,-24,-107,-65
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19660201,0,5739,0,10,1,23,4,1,0,178,279,443,273,133,-183,19,-63,-22
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19660301,0,4457,0,5,0,19,9,1,0,145,127,656,289,222,-117,89,-10,39
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19660401,0,3279,0,0,0,8,11,4,2,401,76,1455,138,244,-39,124,23,74
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19660501,63,2267,0,0,0,6,10,2,1,381,0,988,15,300,-22,167,57,112
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19660601,919,272,2,0,0,0,3,1,1,277,0,484,0,328,39,265,145,205
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19660701,1382,22,5,0,0,0,7,3,2,368,0,1118,0,344,100,283,171,227
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19660801,566,187,0,0,0,0,6,2,1,879,0,1394,0,289,89,247,143,195
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19660901,284,731,0,0,0,0,3,0,0,122,0,281,0,294,33,223,113,168
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19661001,15,2307,0,0,0,4,3,1,0,152,0,336,0,244,-39,163,55,109
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19661101,0,3697,0,1,0,15,8,4,2,366,152,1242,412,183,-56,96,24,60
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19661201,0,6033,0,11,0,25,9,2,1,544,178,1202,463,183,-139,16,-40,-12
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19670101,0,6190,0,15,1,27,4,2,1,538,432,904,773,172,-189,19,-52,-17
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19670201,0,6820,0,17,6,27,5,1,0,152,508,574,801,89,-228,-16,-106,-61
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19670301,12,4918,0,8,1,16,3,1,0,249,457,441,288,250,-189,64,-15,25
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19670401,0,2670,0,0,0,12,9,3,2,361,76,1261,74,233,-33,145,43,94
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19670501,60,1899,0,0,0,0,5,1,0,147,0,399,0,289,6,175,72,124
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19670601,983,49,1,0,0,0,10,5,1,467,0,1394,0,322,83,265,164,214
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19670701,1016,184,0,0,0,0,6,1,0,155,0,538,0,311,89,258,162,210
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19670801,680,177,0,0,0,0,6,2,0,226,0,705,0,317,83,256,142,199
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19670901,379,787,0,0,0,0,5,2,1,338,0,658,0,294,39,230,109,169
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19671001,123,2417,0,0,0,3,11,3,1,295,25,1274,127,294,-6,151,67,109
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19671101,0,4819,0,4,0,18,6,3,0,229,102,849,177,144,-78,51,-6,22
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19671201,0,5937,0,10,1,22,12,2,1,315,76,1037,318,156,-233,23,-40,-9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19680101,0,7357,0,16,5,26,7,1,0,140,229,525,321,89,-233,-16,-93,-54
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19680201,0,6879,0,20,1,28,7,1,1,495,279,815,510,128,-183,-9,-100,-54
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19680301,0,4354,0,2,0,17,5,0,0,89,178,316,222,233,-156,95,-10,43
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19680401,4,2493,0,0,0,3,4,2,1,330,0,612,39,250,-39,154,46,100
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19680501,67,1749,0,0,0,2,8,1,0,160,0,622,0,272,-44,182,75,129
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19680601,858,208,3,0,0,0,11,3,2,1191,0,2309,0,322,83,258,151,205
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19680701,1114,69,1,0,0,0,5,2,0,163,0,524,0,322,94,270,163,217
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19680801,1307,161,5,0,0,0,5,2,1,516,0,806,0,339,72,273,167,220
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19680901,350,401,0,0,0,0,9,3,0,249,0,1112,0,294,67,230,132,181
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19681001,161,2100,0,0,0,1,5,0,0,79,0,365,0,278,-17,167,74,120
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19681101,0,4048,0,1,0,8,10,2,1,305,51,1124,224,233,-39,78,19,48
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19681201,0,6538,0,16,1,28,8,2,0,203,254,870,709,111,-211,6,-61,-28
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19690101,0,7357,0,21,4,27,9,4,0,208,406,916,612,111,-222,-15,-94,-54
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19690201,0,5772,0,8,0,27,2,0,0,51,127,139,255,67,-161,13,-59,-23
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19690301,0,5525,0,8,0,25,3,1,1,312,51,489,173,206,-150,55,-46,5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19690401,0,2441,0,0,0,5,8,4,3,284,0,1401,0,256,-6,162,41,102
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19690501,318,1266,0,0,0,0,6,5,1,333,0,1083,0,317,17,214,90,152
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19690601,587,603,3,0,0,0,9,4,2,297,0,1315,0,333,67,233,132,182
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19690701,1396,0,2,0,0,0,6,2,2,582,0,1242,0,344,133,277,179,228
