STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,CLDD,HTDD,DT90,DX32,DT00,DT32,DP01,DP05,DP10,EMXP,MXSD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19221101,0,3139,0,1,0,12,5,0,0,99,-9999,474,25,172,-56,94,23,57
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19221201,0,4679,0,11,0,23,4,1,0,132,-9999,315,122,150,-172,21,-62,-20
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19230201,0,6696,0,17,3,26,4,1,0,173,-9999,358,154,39,-222,-18,-94,-56
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19230301,0,5409,0,5,0,27,6,2,0,208,-9999,651,55,167,-150,60,-43,9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19230401,6,2985,0,0,0,12,2,0,0,114,0,266,29,261,-111,146,21,84
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19230501,164,1395,0,0,0,2,7,2,1,302,0,822,64,300,-11,211,75,143
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19230601,1318,171,8,0,0,0,8,3,0,175,-9999,946,-9999,361,61,281,162,221
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19230701,1540,0,7,0,0,0,6,3,0,231,-9999,785,-9999,339,117,294,171,233
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19230801,1032,168,2,0,0,0,6,2,0,160,-9999,634,-9999,328,72,268,153,211
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19230901,552,538,0,0,0,0,10,6,4,589,-9999,1990,-9999,306,50,235,132,183
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19231001,6,2435,0,0,0,5,6,2,2,378,-9999,936,-9999,244,-44,154,55,105
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19231101,0,4049,0,0,0,13,5,1,0,142,-9999,361,0,167,-28,88,8,48
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19231201,0,4539,0,0,0,20,8,4,0,191,-9999,1013,25,128,-67,75,-1,37
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19240101,0,7768,0,16,9,28,4,1,0,155,-9999,424,229,89,-267,-15,-120,-68
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19240201,0,6391,0,14,0,29,3,0,0,102,-9999,292,185,78,-156,2,-76,-37
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19240301,0,5541,0,4,0,25,8,3,0,224,0,787,390,161,-94,42,-33,4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19240401,0,2806,0,1,0,5,7,2,0,208,51,622,51,250,-67,143,36,89
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19240501,28,2046,0,0,0,0,8,2,0,239,-9999,825,-9999,294,11,178,58,118
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19240601,601,346,2,0,0,0,12,6,1,394,-9999,1676,-9999,328,56,247,136,191
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19240701,978,119,2,0,0,0,5,0,0,84,-9999,275,-9999,333,83,273,149,211
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19240801,1054,96,4,0,0,0,5,3,1,348,-9999,862,-9999,333,83,271,157,214
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19240901,158,1174,0,0,0,0,8,3,2,478,-9999,1363,-9999,311,22,200,98,149
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19241001,94,1334,0,0,0,3,3,1,0,244,-9999,373,-9999,272,-17,206,80,143
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19241101,15,4041,0,3,0,16,4,0,0,51,-9999,208,99,228,-139,101,-3,49
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19241201,0,7471,0,18,7,26,7,2,1,340,-9999,874,79,128,-278,-21,-95,-58
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19250101,0,7397,0,18,2,31,2,0,0,51,-9999,110,110,56,-200,-12,-99,-56
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19250201,0,5150,0,6,0,23,2,1,0,208,-9999,344,26,189,-161,45,-47,-1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19250301,0,4450,0,2,0,20,8,1,0,160,-9999,683,101,211,-161,103,-24,39
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19250401,109,2078,0,0,0,6,7,1,0,132,-9999,505,0,300,-33,186,49,117
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19250501,199,1854,2,0,0,3,2,2,0,224,-9999,433,0,333,-22,202,57,130
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19250601,1297,126,6,0,0,0,6,1,1,295,-9999,591,-9999,367,67,289,155,222
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19250701,1210,65,7,0,0,0,5,3,2,602,-9999,1136,-9999,356,83,285,155,220
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19250801,1138,32,5,0,0,0,6,2,0,147,-9999,584,-9999,361,100,290,147,219
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19250901,881,398,6,0,0,0,11,4,1,254,-9999,1426,-9999,367,56,258,141,199
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19251001,20,3786,0,1,0,11,9,2,0,229,-9999,960,127,261,-89,106,17,62
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19251101,0,4689,0,3,0,22,5,2,0,198,-9999,481,221,161,-94,74,-20,27
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19251201,0,7067,0,16,4,30,1,0,0,89,-9999,203,114,122,-211,-4,-86,-45
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19260101,0,6697,0,14,4,28,4,0,0,79,-9999,272,158,89,-233,6,-84,-40
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19260201,0,5008,0,7,0,24,6,1,0,188,-9999,497,258,94,-111,23,-55,-17
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19260301,0,5963,0,13,1,25,6,1,1,272,-9999,604,195,211,-178,33,-63,-16
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19260401,17,3874,0,3,0,18,7,1,0,147,152,518,182,283,-72,111,-2,54
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19260501,243,1037,0,0,0,1,8,4,3,305,-9999,1273,0,311,-33,228,87,157
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19260601,302,457,0,0,0,0,9,4,1,490,-9999,1344,0,300,50,238,117,178
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19260701,1419,50,4,0,0,0,8,2,1,406,-9999,958,-9999,356,94,287,168,227
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19260801,1406,0,2,0,0,0,8,0,0,122,-9999,618,-9999,344,106,282,175,228
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19260901,473,615,0,0,0,0,11,4,0,216,-9999,1265,-9999,289,33,224,133,178
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19261001,71,2262,0,0,0,3,11,0,0,112,-9999,787,15,289,-22,156,64,110
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19261101,0,4509,0,5,0,21,7,0,0,76,-9999,384,89,183,-117,71,-15,28
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19261201,0,6879,0,15,2,30,4,1,1,254,-9999,483,345,111,-194,-2,-75,-39
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19270101,0,7034,0,18,4,30,5,1,0,244,-9999,434,368,67,-228,-8,-80,-44
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19270201,0,4647,0,5,0,18,3,0,0,81,-9999,189,122,144,-100,60,-26,17
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19270301,0,4050,0,1,0,16,6,2,1,259,-9999,659,3,211,-94,101,4,52
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19270401,26,2828,0,0,0,7,15,4,0,218,25,1507,13,256,-39,142,37,90
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19270501,170,1476,0,0,0,1,13,3,1,493,-9999,1370,-9999,300,0,196,85,141
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19270601,512,547,2,0,0,0,3,2,0,185,-9999,513,-9999,350,39,242,121,182
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19270701,1285,24,4,0,0,0,5,1,0,191,-9999,465,-9999,361,100,287,160,224
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19270801,437,295,2,0,0,0,6,2,1,366,-9999,817,-9999,339,44,257,118,188
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19270901,1028,388,6,0,0,0,8,4,3,544,-9999,1754,-9999,350,39,264,145,204
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19271001,96,1532,0,0,0,3,4,1,1,450,-9999,607,0,278,-11,196,77,137
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19271101,0,3412,0,1,0,11,13,6,2,467,51,1978,38,228,-50,115,24,69
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19271201,0,6285,0,11,1,27,7,2,1,371,152,858,154,144,-200,24,-63,-20
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19280101,0,6779,0,12,4,24,5,1,0,178,51,383,93,156,-239,7,-79,-36
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19280201,0,3181,0,4,0,23,4,0,0,119,-9999,347,101,133,-172,23,-67,-29
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19280301,0,5048,0,2,0,26,5,1,0,152,102,405,202,228,-106,68,-27,20
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19280401,6,3357,0,0,0,14,9,1,0,137,25,578,88,228,-72,128,15,71
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19280501,150,1190,0,0,0,2,6,0,0,119,-9999,455,0,317,-17,218,81,149
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19280601,307,588,0,0,0,0,12,4,2,401,-9999,1563,0,289,39,228,119,174
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19280701,1412,41,3,0,0,0,6,2,1,272,-9999,694,0,333,78,285,169,227
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19280801,1288,44,7,0,0,0,6,4,3,483,-9999,1517,-9999,344,94,285,161,223
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19280901,419,1158,0,0,0,3,3,2,2,391,-9999,811,0,311,-11,224,92,158
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19281001,90,147,0,0,0,0,6,1,0,183,-9999,633,-9999,306,44,221,110,175
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19281101,0,3753,0,0,0,11,9,2,1,325,25,871,63,200,-78,97,19,58
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19281201,0,5685,0,8,1,24,4,1,1,254,25,532,77,111,-183,40,-41,0
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19290101,0,7792,0,20,8,30,10,4,2,257,305,1111,511,89,-233,-14,-123,-68
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19290201,0,6834,0,18,4,27,4,0,0,64,127,202,166,100,-228,-10,-112,-61
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19290301,0,3730,0,0,0,14,10,3,1,414,25,1151,26,206,-128,118,7,63
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19290401,126,2558,0,0,0,9,11,6,3,419,0,1931,0,283,-44,162,42,102
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19290501,314,1846,0,0,0,4,7,3,1,318,102,1006,254,311,-6,194,73,134
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19290601,480,445,0,0,0,0,5,4,2,411,-9999,1138,0,311,22,249,119,184
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19290701,1474,52,8,0,0,0,6,0,0,107,-9999,343,0,350,67,297,161,229
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19290801,830,169,0,0,0,0,2,2,1,531,-9999,762,0,317,67,271,137,204
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19290901,565,690,3,0,0,0,4,1,1,361,-9999,654,-9999,372,11,244,114,179
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19291001,0,2622,0,0,0,7,10,4,1,452,25,1449,25,244,-17,155,41,98
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19291101,0,5021,0,5,1,19,10,2,0,229,203,861,381,178,-200,61,-29,16
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19291201,0,6768,0,12,1,28,11,1,1,254,203,749,609,83,-183,1,-72,-35
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19300101,0,7712,0,22,6,29,13,2,0,198,152,1124,450,106,-289,-23,-109,-66
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19300201,0,4378,0,5,0,17,7,0,0,124,-9999,375,113,189,-161,69,-15,27
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19300301,0,5159,0,3,0,27,7,1,0,203,305,612,419,222,-139,68,-34,17
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19300401,93,2724,1,0,0,10,6,2,1,445,0,884,0,322,-44,159,32,95
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19300501,405,1082,0,0,0,0,7,1,0,145,-9999,631,0,317,11,222,100,161
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19300601,1006,302,4,0,0,0,5,2,0,170,-9999,549,-9999,361,56,276,137,206
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19300701,1707,90,13,0,0,0,3,2,1,267,-9999,543,-9999,400,56,311,159,235
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19300801,1314,66,9,0,0,0,5,0,0,99,-9999,274,-9999,350,56,294,152,223
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19300901,705,432,1,0,0,0,5,1,0,178,-9999,365,0,328,6,260,124,192
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19301001,118,2471,0,0,0,11,7,0,0,97,0,384,13,283,-61,164,50,107
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19301101,0,3912,0,4,1,15,6,2,2,318,305,888,452,244,-178,104,1,53
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19301201,0,6363,0,15,1,28,4,0,0,41,76,214,181,106,-178,12,-56,-22
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19310101,0,5954,0,8,1,29,3,0,0,25,76,139,82,100,-178,27,-45,-9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19310201,0,4750,0,2,0,24,4,0,0,122,25,280,51,111,-106,52,-26,13
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19310301,0,5409,0,4,0,27,7,3,0,152,305,785,495,111,-106,42,-25,9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19310401,10,2648,0,0,0,9,5,1,1,333,0,731,0,267,-39,160,30,95
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19310501,161,1698,1,0,0,1,9,4,2,368,-9999,1365,-9999,322,-17,194,73,133
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19310601,1315,294,7,0,0,0,8,6,4,518,-9999,1771,-9999,361,39,273,161,217
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19310701,1817,32,12,0,0,0,3,2,1,409,-9999,732,-9999,367,100,304,177,241
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19310801,1418,41,9,0,0,0,4,3,2,432,-9999,1011,-9999,356,83,295,160,227
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19310901,1151,266,7,0,0,0,10,3,2,378,-9999,1268,0,356,44,273,153,214
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19311001,204,1541,0,0,0,0,8,3,2,363,-9999,1103,0,289,6,193,87,140
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19311101,0,2693,0,0,0,7,8,2,1,660,0,1302,13,222,-56,138,48,93
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19311201,0,4775,0,1,0,19,6,1,0,145,25,500,51,167,-89,65,-7,29
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19320101,0,5069,0,2,0,22,9,1,0,152,0,610,13,161,-150,56,-25,14
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19320201,0,4960,0,3,0,22,3,1,0,127,102,293,115,194,-117,59,-35,12
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19320301,0,6231,0,9,0,28,8,2,0,152,152,742,432,167,-172,28,-64,-18
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19320401,0,2892,0,0,0,12,4,0,0,119,0,293,0,250,-50,154,19,87
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19320501,260,1058,0,0,0,1,7,2,0,188,-9999,669,0,306,-11,224,90,157
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19320601,1058,93,2,0,0,0,5,1,0,224,-9999,616,0,328,44,284,146,215
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19320701,1567,44,12,0,0,0,7,2,2,424,-9999,1013,0,367,89,302,162,232
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19320801,1226,47,7,0,0,0,7,3,2,445,-9999,1157,-9999,344,72,290,152,221
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19320901,360,630,0,0,0,0,6,1,0,165,-9999,468,0,311,11,242,106,174
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19321001,23,2042,0,0,0,2,8,4,2,307,-9999,1240,0,272,-6,169,67,118
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19321101,0,4836,0,3,0,22,4,1,0,178,178,345,178,189,-122,71,-27,22
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19321201,0,6139,0,12,3,24,9,3,1,414,127,1045,153,150,-222,35,-65,-15
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19330101,0,5178,0,3,0,23,4,1,1,254,25,509,25,144,-111,60,-28,16
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19330201,0,6051,0,7,5,26,3,1,0,229,254,395,281,128,-283,25,-91,-33
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19330301,0,5048,0,2,0,24,6,3,1,269,51,745,26,200,-133,64,-23,20
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19330401,9,2626,0,0,0,7,11,3,0,216,0,1084,0,272,-28,157,35,96
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19330501,248,775,0,0,0,0,11,4,1,384,-9999,1519,0,300,22,220,112,166
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19330601,2082,169,21,0,0,0,2,1,1,559,-9999,629,0,389,22,329,165,247
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19330701,1783,0,13,0,0,0,4,2,1,528,-9999,887,0,383,117,311,170,241
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19330801,940,54,0,0,0,0,5,1,0,231,-9999,548,0,317,67,288,137,213
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19330901,1003,230,6,0,0,0,9,1,1,472,-9999,978,0,372,61,272,145,209
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19331001,21,2303,0,0,0,5,5,4,2,381,-9999,1216,0,267,-28,171,48,109
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19331101,12,4530,0,3,0,20,6,0,0,109,76,376,138,267,-122,82,-17,32
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19331201,0,5818,0,10,2,26,2,0,0,76,102,209,102,156,-206,39,-49,-5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19340101,0,5775,0,7,2,25,4,0,0,89,76,320,77,139,-206,39,-45,-3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19340201,0,6829,0,16,5,28,2,0,0,30,102,141,135,100,-244,-9,-112,-61
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19340301,0,5814,0,7,1,26,7,2,0,178,305,566,395,167,-228,46,-55,-5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19340401,0,2804,0,0,0,9,7,0,0,109,0,524,15,250,-33,155,24,90
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19340501,729,641,6,0,0,2,4,0,0,99,-9999,277,0,356,-11,270,102,186
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19340601,1833,19,17,0,0,0,3,0,0,119,-9999,396,-9999,411,83,321,166,243
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19340701,2386,0,18,0,0,0,2,2,1,274,-9999,480,-9999,428,89,340,180,260
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19340801,1559,150,12,0,0,0,6,2,2,597,-9999,1295,0,406,50,298,160,230
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19340901,475,321,0,0,0,0,12,4,1,279,-9999,1410,0,300,44,239,138,189
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19341001,0,1860,0,0,0,2,3,0,0,79,-9999,250,0,267,-33,182,64,123
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19341101,0,3435,0,0,0,11,11,2,0,188,51,961,111,194,-78,109,28,69
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19341201,0,6813,0,15,2,30,6,1,0,165,229,570,433,61,-206,3,-77,-37
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19350101,0,6502,0,14,0,26,6,2,1,287,76,656,48,106,-144,13,-67,-27
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19350201,0,5692,0,9,0,26,5,0,0,114,25,419,124,89,-150,16,-56,-20
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19350301,0,3837,0,2,0,16,8,4,0,241,51,1088,77,244,-94,115,4,59
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19350401,3,3226,0,1,0,13,3,2,0,193,25,481,31,272,-56,131,21,76
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19350501,17,2095,0,0,0,1,9,6,2,467,-9999,1714,0,250,-17,174,58,116
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19350601,633,396,1,0,0,0,11,1,0,249,-9999,800,0,322,72,249,133,191
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19350701,1957,0,11,0,0,0,5,1,0,246,-9999,493,-9999,372,94,309,183,246
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19350801,1451,179,4,0,0,0,8,3,0,216,-9999,889,-9999,339,56,281,167,224
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19350901,584,677,4,0,0,0,4,2,0,213,-9999,556,0,339,6,249,111,180
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19351001,49,2070,0,0,0,3,6,1,0,130,-9999,481,0,283,-39,177,58,118
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19351101,0,4299,0,3,0,14,11,1,1,381,25,1031,33,222,-83,79,0,40
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19351201,0,7146,0,18,6,29,8,2,0,127,178,608,483,94,-233,-8,-87,-48
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19360101,0,7892,0,18,9,31,6,0,0,51,127,288,187,83,-283,-31,-113,-72
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,234.1,41.7,-86.31667,19360201,0,7931,0,18,14,27,6,1,0,127,229,376,229,111,-267,-32,-149,-90
